ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
4100,Vasile Andrei,M,29,190,101,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
47749,Team Australia,F,NA,NA,NA,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
4124,Frode Andresen,M,28,191,76,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
4165,Theresa Andrews,F,21,167,62,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Gold
4189,Nikolaos Andriakopoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,"Athens,GR",Gymnastics,Gymnastics Men's Rope Climbing,Gold
4198,Nikolay Yefimovich Andrianov,M,23,166,60,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Gold
4198,Nikolay Yefimovich Andrianov,M,23,166,60,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Gold
4198,Nikolay Yefimovich Andrianov,M,23,166,60,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,Gold
4198,Nikolay Yefimovich Andrianov,M,27,166,60,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Gold
131571,Team Australia,M,NA,NA,NA,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
4207,Michel Andrieux,M,33,192,92,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Gold
4236,Franz Josef Andrysek,M,22,NA,59,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Featherweight,Gold
4321,Peter Angerer,M,24,178,73,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 20 kilometres,Gold
4340,Kurt Steven Angle,M,27,178,100,United States,USA,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
4392,Marina Vyacheslavovna Anissina (-Dzhigurda),F,26,162,52,France-1,FRA,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
4400,Hannelore Anke (-Hofmann),F,18,160,52,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Gold
67348,Gilbert Umfreville Laws,M,38,NA,NA,Dormy-1,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 6 metres,Gold
77861,Thomas Doodputlee McMeekin,M,41,NA,NA,Dormy-1,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 6 metres,Gold
4435,Noriko Anno,F,28,162,76,Japan,JPN,2004 Summer,2004,Summer,"Athens,GR",Judo,Judo Women's Half-Heavyweight,Gold
4472,Paul Eugne Albert Anspach,M,30,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",Gold
103787,Team Australia,M,NA,NA,NA,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
115165,Team Australia,M,NA,NA,NA,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
30918,Team Australia,M,NA,NA,NA,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
4561,Peter Thomas Antonie,M,34,183,82,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Double Sculls,Gold
4604,Ants Antson,M,25,184,84,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
4607,"Kaarlo Johan Jalmari ""Kalle"" Anttila",M,32,167,64,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
4607,"Kaarlo Johan Jalmari ""Kalle"" Anttila",M,36,167,64,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
4613,Nataliya Nikolayevna Antyukh,F,31,182,69,Russia,RUS,2012 Summer,2012,Summer,London,Track and Field,Track and Field Women's 400 metres Hurdles,Gold
4651,Mayumi Aoki (-Nishiguti),F,19,164,63,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,Gold
4667,Sad Aouita,M,24,175,58,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Track and Field,"Track and Field Men's 5,000 metres",Gold
120446,Team Australia,M,NA,NA,NA,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
4685,Katrin Apel,F,24,172,62,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
4685,Katrin Apel,F,28,172,62,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
17687,Team Australia,F,NA,NA,NA,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
4799,Shizuka Arakawa,F,24,164,50,Japan,JPN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,Gold
130864,Team Australia,F,NA,NA,NA,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
4876,Rodica Arba-Pucatu,F,22,179,75,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Gold
4876,Rodica Arba-Pucatu,F,26,179,75,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxless Pairs,Gold
60474,"Danielle ""Dani"" King (-Rowe)",F,21,175,62,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Gold
4978,Dieter Arend,M,21,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
32894,Kitty-1,M,29,NA,NA,Kitty-1,SWE,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 10 metres,Gold
70134,Ernst Linder,M,56,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
5058,"Marcus Mills Pomeroy ""Mark"" Arie",M,38,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,Shooting Men's Trap,Gold
5058,"Marcus Mills Pomeroy ""Mark"" Arie",M,38,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Gold
5117,Tobias Arlt,M,26,178,77,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,Gold
5117,Tobias Arlt,M,26,178,77,Germany,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Gold
11375,Team Austria,M,NA,NA,NA,Austria,AUT,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Gold
5156,"Debra Rae ""Debbie"" Armstrong",F,20,165,62,United States,USA,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
5158,Duncan John D'Arcy Armstrong,M,20,187,74,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Gold
5163,"Jennifer Margaret ""Jenny"" Armstrong",F,30,171,59,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold
5167,Kristin Ann Armstrong (-Savola),F,34,173,58,United States,USA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,38,173,58,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,42,173,58,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold
42019,Team Austria,M,NA,NA,NA,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Gold
5214,Ludwigshafener Ruderverein,M,21,NA,NA,Ludwigshafener Ruderverein,GER,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Gold
28476,Century Boat Club-1,M,24,NA,NA,Century Boat Club-1,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Fours,Gold
5327,Israil Magomedgireyevich Arsamakov,M,26,169,85,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
61778,Team Austria,M,NA,NA,NA,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
5355,Bakhtiyar Garifulayevich Artayev,M,21,183,75,Kazakhstan,KAZ,2004 Summer,2004,Summer,"Athens,GR",Boxing,Boxing Men's Welterweight,Gold
5396,Vladimir Nikolayevich Artyomov,M,23,167,63,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,Gold
5396,Vladimir Nikolayevich Artyomov,M,23,167,63,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,Gold
5396,Vladimir Nikolayevich Artyomov,M,23,167,63,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
5426,Pr Johan Arvidsson,M,20,183,74,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,Gold
5427,Per-Olof Arvidsson,M,47,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
5432,Andrey Nikolayevich Aryamnov,M,20,172,105,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Heavyweight,Gold
5453,Laura Asadauskait-Zadneprovskien,F,28,160,49,Lithuania,LTU,2012 Summer,2012,Summer,London,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
5466,Giorgi Asanidze,M,28,173,85,Georgia,GEO,2004 Summer,2004,Summer,"Athens,GR",Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
5496,Hans-Georg Aschenbach,M,24,175,69,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
5540,"Horace Ashenfelter, III",M,29,178,66,United States,USA,1952 Summer,1952,Summer,Helsinki,Track and Field,"Track and Field Men's 3,000 metres Steeplechase",Gold
5547,Evelyn Ashford (-Washington),F,27,165,52,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Women's 100 metres,Gold
5559,"Thomas John Mitchell ""Tom"" Ashley",M,24,188,70,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Windsurfer,Gold
61918,Team Austria,M,NA,NA,NA,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
5632,Brahim Asloum,M,21,165,48,France,FRA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,Gold
5700,Polina Hryhorivna Astakhova,F,23,166,56,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,Gold
5700,Polina Hryhorivna Astakhova,F,27,166,56,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,Gold
5716,John Jacob Astor,M,21,NA,NA,Great Britain-1,GBR,1908 Summer,1908,Summer,London,Racquets,Racquets Men's Doubles,Gold
5741,Mahmut Atalay,M,34,171,78,Turkey,TUR,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
5806,Celal Atik (Doan-),M,NA,NA,74,Turkey,TUR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
5831,"Sidney James Montford ""Sid"" Atkinson",M,27,186,76,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Track and Field,Track and Field Men's 110 metres Hurdles,Gold
5834,smet Atl,M,NA,173,NA,Turkey,TUR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
19094,Jean Baptiste Albert Joseph Cau,M,25,NA,NA,Cercle de l'Aviron Roubaix-4,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
5935,Andr Auffray,M,23,NA,NA,France,FRA,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
5959,Scotia,M,31,NA,NA,Carabinier-15,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Gold
5989,Gaston Achille Louis Aumoitte,M,15,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, One Ball",Gold
5989,Gaston Achille Louis Aumoitte,M,15,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,Croquet Mixed Doubles,Gold
6025,Charles Allen Austin,M,28,183,77,United States,USA,1996 Summer,1996,Summer,Atlanta,Track and Field,Track and Field Men's High Jump,Gold
6076,Hennadiy Valentynovych Avdieienko,M,24,202,82,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Men's High Jump,Gold
6088,"ngel Pedro Victorio ""Vctor"" Avendao",M,20,NA,NA,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Light-Heavyweight,Gold
6095,Tatyana Borisovna Averina-Barabash,F,25,165,61,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
6095,Tatyana Borisovna Averina-Barabash,F,25,165,61,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 3,000 metres",Gold
6123,Mykola Viktorovych Avilov,M,24,191,89,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Men's Decathlon,Gold
6185,Charles Sumner Axtell,M,49,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards, Team",Gold
6204,Almaz Ayana Eba,F,24,166,47,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,"Track and Field Women's 10,000 metres",Gold
6211,Albert Jean Louis Ayat,M,25,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",Gold
6211,Albert Jean Louis Ayat,M,25,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",Gold
6244,Ahmet Ayk,M,30,178,97,Turkey,TUR,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
6270,"Arthur DeLancey ""Dan"" Ayrault, Jr.",M,21,193,86,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Gold
6278,Sarah Lianne Ayton (-Dempsey),F,24,167,63,Great Britain,GBR,2004 Summer,2004,Summer,"Athens,GR",Sailing,Sailing Women's Three Person Keelboat,Gold
6278,Sarah Lianne Ayton (-Dempsey),F,28,167,63,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold
6284,Kazm Ayvaz,M,26,173,70,Turkey,TUR,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
6296,"Viktoriya Fyodorovna ""Vika"" Azarenko",F,22,183,60,Belarus,BLR,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Gold
6300,Albert Azaryan,M,27,174,72,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Rings,Gold
6300,Albert Azaryan,M,31,174,72,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,Gold
6305,Filiberto Azcuy Aguilera,M,23,177,74,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
6305,Filiberto Azcuy Aguilera,M,27,177,74,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
7920,Valrie Gisele Angele Barlois-Mevel-Leroux,F,27,165,53,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Team",Gold
35803,Laura lodie Flessel-Colovic,F,24,171,55,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Team",Gold
6346,Jrmie Azou,M,27,178,71,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold
4728,Team Austria-1,M,NA,NA,NA,Austria-1,AUT,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,Gold
6398,"Christina Wilhelmina ""Stien"" Baas-Kaiser",F,33,174,69,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 3,000 metres",Gold
6436,Kristen Elizabeth Babb-Sprague,F,23,178,58,United States,USA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
6440,"Henry Stoddard ""Harry"" Babcock",M,21,188,75,United States,USA,1912 Summer,1912,Summer,Stockholm,Track and Field,Track and Field Men's Pole Vault,Gold
6448,Alonzo Carl Babers,M,22,188,70,United States,USA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Men's 400 metres,Gold
6459,Sorin Babii,M,24,170,80,Romania,ROU,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
6536,Jochen Bachfeld,M,23,172,54,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,Gold
6617,"Charles James Bacon, Jr.",M,23,183,77,United States,USA,1908 Summer,1908,Summer,London,Track and Field,Track and Field Men's 400 metres Hurdles,Gold
6623,Stanley Vivian Bacon,M,22,161,69,Great Britain,GBR,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
6624,Diana Bacosi,F,33,175,85,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Gold
6638,Pter Baczak,M,28,171,84,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
21890,Team Bahamas,F,NA,NA,NA,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's 4 x 100 metres Relay,Gold
6827,Angelika Bahmann,F,20,165,69,East Germany,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold
6868,Ernst Baier,M,30,NA,NA,Germany-1,GER,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,Gold
6890,Donovan Bailey,M,28,183,82,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Track and Field,Track and Field Men's 100 metres,Gold
15488,Team Bahamas,M,NA,NA,NA,Bahamas,BAH,2012 Summer,2012,Summer,London,Track and Field,Track and Field Men's 4 x 400 metres Relay,Gold
6893,Henry Marvin Bailey,M,31,170,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
6922,"Timothy ""Tim"" Baillie",M,33,176,78,Great Britain-1,GBR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
6925,England-1,M,NA,NA,NA,England-1,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Gold
6929,Flix Pierre Victor Bailly,M,43,NA,NA,France,FRA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold
135591,Team Belarus,F,NA,NA,NA,Belarus,BLR,2018 Winter,2018,Winter,Pyeongchang-gun,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
6956,Oksana Serhivna Baiul,F,16,159,43,Ukraine,UKR,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Women's Singles,Gold
7026,Mashu Baker,M,21,178,90,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Gold
7068,Jill Bakken (-Linder),F,25,167,65,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Women's Two,Gold
7119,Roberto Balado Mndez,M,23,171,91,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Super-Heavyweight,Gold
7133,Dmitry Igorevich Balandin,M,21,195,85,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Gold
7143,Iolanda Bala (-Ster),F,23,185,72,Romania,ROU,1960 Summer,1960,Summer,Roma,Track and Field,Track and Field Women's High Jump,Gold
7143,Iolanda Bala (-Ster),F,27,185,72,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Track and Field,Track and Field Women's High Jump,Gold
7172,Nikolay Fyodorovich Balboshin,M,27,188,100,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
7194,Andrs Balcz,M,22,181,73,Hungary,HUN,1960 Summer,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
7194,Andrs Balcz,M,30,181,73,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
7194,Andrs Balcz,M,34,181,73,Hungary,HUN,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
72,Team Belarus,M,NA,NA,NA,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
7218,Ercole Baldini,M,23,NA,NA,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",Gold
7219,Stefano Baldini,M,33,176,62,Italy,ITA,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Men's Marathon,Gold
37028,Carl-Friedrich Freiherr von Langen-Parow,M,40,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
2785,Team Belgium,M,NA,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Gold
7303,Flicia Michele Sylviane Ballanger (-Vetu),F,25,168,70,France,FRA,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Sprint,Gold
7303,Flicia Michele Sylviane Ballanger (-Vetu),F,29,168,70,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Sprint,Gold
7303,Flicia Michele Sylviane Ballanger (-Vetu),F,29,168,70,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's 500 metres Time Trial,Gold
7304,Ivar Eugen Ballangrud (Eriksen-),M,23,180,NA,Norway,NOR,1928 Winter,1928,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
7304,Ivar Eugen Ballangrud (Eriksen-),M,31,180,NA,Norway,NOR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Speed Skating,Speed Skating Men's 500 metres,Gold
7304,Ivar Eugen Ballangrud (Eriksen-),M,31,180,NA,Norway,NOR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
7304,Ivar Eugen Ballangrud (Eriksen-),M,31,180,NA,Norway,NOR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
89698,John Osborn,M,30,180,69,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Multihull,Gold
7364,"Suzanne Elspeth ""Suzy"" Balogh",F,31,166,85,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Shooting,Shooting Women's Trap,Gold
2785,Team Belgium,M,NA,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Gold
7416,Team Belgium,M,NA,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Gold
